Homestead,69523,25.48859978,-80.38359833
Houston,2320268,29.80659962,-95.43213399
Huntsville,200574,32.69204998,-91.18114853
Idaho Falls,62888,43.514599,-112.070999
Independence,116672,37.15840149,-95.77839661
Iowa City,75130,41.6391983,-91.54650116
Jackson,160628,36.72363272,-87.81696586
Jacksonville,911507,31.2403603,-83.78185882
Janesville,64575,42.62030029,-89.04160309
Joliet,147344,41.51779938,-88.17549896
Jonesboro,78394,35.83169937,-90.64640045
Joplin,50925,37.15179825,-94.49829865
Kalamazoo,76200,42.23490143,-85.55210114
Kansas City,495327,39.21039973,-94.65334716
Kenosha,99944,42.59569931,-87.92780304
Killeen,151666,31.06719971,-97.8289032
Kissimmee,72717,28.28980064,-81.43710327
Knoxville,187603,35.81100082,-83.9940033
Kokomo,58020,40.52819824,-86.05899811
La Crosse,51227,43.879002,-91.256699
Lafayette,126185,35.30879974,-89.46224975
Lake Charles,78396,30.12610054,-93.22329712
Lake Havasu City,55865,34.571098,-114.358002
Lakeland,112136,27.988899,-82.018602
Lancaster,157601,37.4314003,-97.2575493
Lansing,118210,42.77870178,-84.58740234
Laredo,262491,27.54380035,-99.46160126
Las Cruces,103432,32.28939819,-106.9219971
Las Vegas,651319,36.04530048,-112.6304989
Lawrence,98193,40.86420059,-83.16999817
Lawton,93025,34.56769943,-98.41660309
Lincoln,289102,40.85100174,-96.75920105
Little Rock,197312,34.72940063,-92.22429657
Livermore,90189,37.69340134,-121.8199997
Logan,51542,41.79119873,-111.8519974
Long Beach,462628,33.81769943,-118.1520004
Longview,81631,32.38399887,-94.71150208
Los Angeles,3979576,34.10090065,-118.4104996
Lubbock,258862,33.663601,-101.822998
Lynchburg,82168,37.3266983,-79.20040131
Madera,65860,36.98860168,-120.1119995
Madison,259680,43.13990021,-89.33750153
Manhattan,54604,39.14099884,-96.67079926
Mansfield,72419,40.82139969,-82.51660156
Marietta,60867,33.91540146,-84.51629639
Marysville,70298,39.13610077,-121.4369965
Mcallen,143268,26.17580032,-98.23860168
Medford,83072,42.37419891,-122.8730011
Melbourne,83029,28.10280037,-80.64530182
Memphis,651073,35.04240036,-89.97669983
Merced,83676,37.33259964,-120.5410004
Meridian,114161,32.33259964,-88.75189972
Mesa,518012,33.38430023,-111.6914978
Miami,467963,25.85399959,-80.48866794
Midland,146038,31.94249916,-102.2020035
Milwaukee,590157,43.02880089,-87.96549991
Minneapolis,429606,44.882,-93.221802
Miramar,141191,32.86840057,-117.1429977
Missoula,75516,46.91630173,-114.0910034
Mobile,188720,30.6590004,-88.15544891
Modesto,215196,37.62580109,-120.9540024
Montgomery,198525,35.39783215,-82.34146628
Mountain View,82739,37.4161,-122.049004
Muncie,67999,40.24229813,-85.39589691
Napa,78130,38.2132,-122.280998
Nashua,89355,42.78170013,-71.51480103
New Bedford,95363,41.67610168,-70.95690155
New Haven,130250,41.26369858,-72.88680267
New Orleans,390144,29.95370038,-90.10710144
New York,8336817,40.71817485,-73.91690065
Newark,282011,40.69250107,-74.16870117
Newport News,179225,37.13190079,-76.49299622
Newton,88414,38.05820084,-97.27449799
Niagara Falls,47720,43.1072998,-78.94619751
Norfolk,242742,36.91609946,-76.2452507
Novato,55516,38.14360046,-122.5559998
Oakland,433031,37.721298,-122.221001
Ocala,60786,29.17259979,-82.22419739
Ogden,87773,41.15996498,-111.9925435
Oklahoma City,655057,35.44733302,-97.54479981
Olathe,140545,38.83924866,-94.81394958
Olympia,52882,46.9693985,-122.9029999
Omaha,478192,41.2107507,-95.90329724
Ontario,185010,39.03824997,-117.3074989
Orlando,287442,28.48744975,-81.32094955
Oshkosh,67004,43.9844017,-88.55699921
Owensboro,60131,37.74010086,-87.16680145
Oxnard,208881,34.20080185,-119.2070007
Palmdale,155079,34.62939835,-118.0849991
Palo Alto,65364,37.46110153,-122.1149979
Pasco,75432,46.26470184,-119.1190033
Pensacola,52975,30.4130497,-87.25260163
Peoria,175961,40.66419983,-89.69329834
Philadelphia,1584064,40.0304338,-75.17226402
Phoenix,1680992,33.48464966,-112.1975021
Pittsburgh,300286,40.42295074,-80.0815506
Plymouth,79768,41.909,-70.728798
Pocatello,56637,42.90980148,-112.5960007
Pompano Beach,112118,26.24710083,-80.11109924
Pontiac,59438,42.66550064,-83.42009735
Portland,654741,44.61744881,-96.45365144
Portsmouth,94398,40.95919991,-76.83530045
Providence,179883,41.732601,-71.420403
Provo,116618,40.21920013,-111.7229996
Pueblo,112361,38.28910065,-104.4970016
Quincy,94470,39.94269943,-91.19460297
Racine,76760,42.76060104,-87.81520081
Rapid City,77503,44.09515,-103.0804978
Reading,88375,40.37850189,-75.96520233
Redding,92590,40.50899887,-122.2929993
Reno,255601,39.49909973,-119.7679977
Renton,101751,47.49309921,-122.2160034
Richmond,230436,37.50519943,-77.31970215
Riverside,331360,33.91629974,-117.3520014
Rochester,205695,43.5135994,-85.08620071
Rock Hill,75048,34.9878006,-81.05719757
Rockford,145609,42.19540024,-89.09719849
Rocky Mount,53922,35.85630035,-77.89189911
Roswell,94763,33.30160141,-104.5309982
Sacramento,513624,38.60735035,-121.4457493
Saginaw,48115,43.53290176,-84.07959747
Salem,174365,44.90950012,-123.0029984
Salinas,155465,36.66279984,-121.6060028
Salt Lake City,200567,40.78839874,-111.9779968
San Angelo,101004,31.35770035,-100.4960022
San Antonio,1547253,29.48253314,-98.44326782
San Bernardino,215784,34.09540176,-117.2350006
San Diego,1423851,32.66836675,-117.128334
San Francisco,881549,37.61899948,-122.375
San Jose,1021795,37.3477495,-121.8740006
Sanford,61448,28.77759933,-81.23750305
Santa Ana,332318,33.67590141,-117.7994995
Santa Barbara,91364,34.42620087,-119.8399963
Santa Fe,84683,35.61709976,-106.0889969
Santa Maria,107263,34.89889908,-120.4570007
Santa Monica,90401,34.01580048,-118.4509964
Santa Rosa,176753,38.50899887,-122.8130035
Sarasota,58285,27.39539909,-82.55439758
Savannah,144464,32.12760162,-81.20210266
Scottsdale,258069,33.6228981,-111.9110031
Scranton,76653,41.33850098,-75.7233963
Seattle,753675,47.48949989,-122.3055
Shreveport,187112,32.49620061,-93.7444332
Sioux City,82651,42.40259933,-96.38439941
Sioux Falls,183793,43.58200073,-96.74189758
Smyrna,56666,36.00899887,-86.52010345
South Bend,102026,41.70869827,-86.31729889
Spokane,222081,47.63926697,-117.504331
Springfield,167882,38.9767011,-88.96890259
St. Louis,300576,38.748697,-90.370003
St. Paul,308096,44.93450165,-93.05999756
St. Petersburg,265351,27.83765006,-82.65719991
Stillwater,50299,36.16120148,-97.08570099
Stockton,312697,37.89419937,-121.237999
Sugar Land,118488,29.62229919,-95.65650177
Syracuse,142327,43.11119843,-76.10630035
Tacoma,217827,47.20279884,-122.5270004
Tallahassee,194500,30.39649963,-84.35030365
Tampa,399700,27.91346677,-82.50123596
Temple,78439,31.15250015,-97.40779877
Terre Haute,60622,39.4515,-87.307602
Toledo,272779,41.58679962,-83.80780029
Topeka,125310,39.00979996,-95.64304733
Torrance,143592,33.80339813,-118.3399963
Trenton,83203,40.27669907,-74.81349945
Troy,84092,31.860399,-86.012101
Tucson,548073,32.23073324,-111.0140025
Tulsa,401190,36.11899948,-95.93634796
Twin Falls,50197,42.4818,-114.487999
Tyler,106985,32.35409927,-95.40239716
Upland,77140,34.11159897,-117.6880035
Valdosta,56457,30.87514973,-83.23485184
Victoria,66916,28.8526001,-96.91850281
Victorville,122385,34.59749985,-117.3830032
Visalia,134605,36.31869888,-119.3929977
Waco,139236,31.62454987,-97.15229797
Washington,705749,37.78903313,-77.18109899
Waterloo,67328,42.55709839,-92.40029907
Watsonville,53856,36.93569946,-121.7900009
West Palm Beach,111955,26.63810062,-80.09034729
White Plains,58109,41.06700134,-73.70760345
Wichita,389938,37.65543254,-97.30543269
Wichita Falls,104683,33.9888,-98.491898
Wilmington,123744,37.79239909,-79.10040029
Winston-salem,247945,36.13370132,-80.22200012
Worcester,185428,42.26729965,-71.8757019
Yakima,93637,46.56819916,-120.5439987
Youngstown,65469,41.26070023,-80.67910004
Yuba City,67010,39.09780121,-121.5699997
Yuma,98285,32.65660095,-114.6060028
